time,close,volume
2020-07-17 20:00:00,142.6000,2965
2020-07-17 19:55:00,142.8000,614
2020-07-17 19:50:00,142.7000,190
2020-07-17 19:45:00,142.7000,2825
2020-07-17 19:40:00,142.5000,600
2020-07-17 19:35:00,142.7700,1684
2020-07-17 19:30:00,142.3500,426
2020-07-17 19:25:00,142.4000,1244
2020-07-17 19:10:00,142.5000,2020
2020-07-17 19:05:00,142.7700,3161
2020-07-17 19:00:00,142.4000,550
2020-07-17 18:55:00,142.0000,812
2020-07-17 18:50:00,142.5000,1511
2020-07-17 18:45:00,141.8500,5185
2020-07-17 18:40:00,141.8500,600
2020-07-17 18:35:00,141.5000,2838
2020-07-17 18:30:00,141.5000,2529
2020-07-17 18:25:00,141.2300,1347
2020-07-17 18:20:00,141.2300,1060
2020-07-17 18:15:00,141.4000,2659
2020-07-17 18:10:00,141.1500,361
2020-07-17 18:05:00,141.4000,1675
2020-07-17 18:00:00,141.2000,3345
2020-07-17 17:55:00,141.0000,1455
2020-07-17 17:50:00,141.4499,716
2020-07-17 17:45:00,141.0000,890
2020-07-17 17:40:00,141.2000,163
2020-07-17 17:35:00,141.4100,304
2020-07-17 17:30:00,141.3200,1285
2020-07-17 17:25:00,141.0000,4613
2020-07-17 17:20:00,141.8800,2959
2020-07-17 17:15:00,142.4300,5347
2020-07-17 17:10:00,142.4000,9130
2020-07-17 17:05:00,141.8500,956
2020-07-17 17:00:00,141.7000,2142
2020-07-17 16:55:00,141.6000,4651
2020-07-17 16:50:00,141.0000,2415
2020-07-17 16:45:00,141.0000,4457
2020-07-17 16:40:00,141.2500,939
2020-07-17 16:35:00,141.2500,3718
2020-07-17 16:30:00,141.2500,6028
2020-07-17 16:25:00,140.5500,725
2020-07-17 16:20:00,140.4600,76148
2020-07-17 16:15:00,140.4500,1641
2020-07-17 16:10:00,140.5000,1795
2020-07-17 16:05:00,140.4500,15731
2020-07-17 16:00:00,140.3700,319091
2020-07-17 15:55:00,140.4300,162204
2020-07-17 15:50:00,140.6800,154625
2020-07-17 15:45:00,140.4289,125669
2020-07-17 15:40:00,140.2800,144788
2020-07-17 15:35:00,139.9350,59604
2020-07-17 15:30:00,139.8140,45770
2020-07-17 15:25:00,139.9800,57718
2020-07-17 15:20:00,139.9873,82879
2020-07-17 15:15:00,139.6100,71707
2020-07-17 15:10:00,139.2800,55161
2020-07-17 15:05:00,139.3500,40522
2020-07-17 15:00:00,138.8000,48663
2020-07-17 14:55:00,140.0700,76326
2020-07-17 14:50:00,139.3100,58111
2020-07-17 14:45:00,139.6700,51855
2020-07-17 14:40:00,139.3400,82983
2020-07-17 14:35:00,138.4145,107042
2020-07-17 14:30:00,139.0600,130234
2020-07-17 14:25:00,139.4300,88337
2020-07-17 14:20:00,140.2350,56487
2020-07-17 14:15:00,140.4244,53438
2020-07-17 14:10:00,140.9200,60940
2020-07-17 14:05:00,141.0000,65952
2020-07-17 14:00:00,141.0000,115596
2020-07-17 13:55:00,140.4000,63665
2020-07-17 13:50:00,140.8400,76973
2020-07-17 13:45:00,141.6101,241079
2020-07-17 13:40:00,139.4826,84728
2020-07-17 13:35:00,139.9399,60005
2020-07-17 13:30:00,139.9800,67440
2020-07-17 13:25:00,139.9500,77783
2020-07-17 13:20:00,140.4600,253927
2020-07-17 13:15:00,139.3000,140550
2020-07-17 13:10:00,139.7000,137528
2020-07-17 13:05:00,141.5538,115665
2020-07-17 13:00:00,141.4000,63435
2020-07-17 12:55:00,141.7478,122953
2020-07-17 12:50:00,141.0800,138832
2020-07-17 12:45:00,140.8400,146522
2020-07-17 12:40:00,141.6601,120003
2020-07-17 12:35:00,142.3501,150755
2020-07-17 12:30:00,142.0100,133879
2020-07-17 12:25:00,141.6164,169947
2020-07-17 12:20:00,141.1400,329737
2020-07-17 12:15:00,143.2500,170573
2020-07-17 12:10:00,143.4000,252601
2020-07-17 12:05:00,143.4917,136922
2020-07-17 12:00:00,141.3000,130623
2020-07-17 11:55:00,140.7688,199392
2020-07-17 11:50:00,141.9101,195478
2020-07-17 11:45:00,142.4028,225490
2020-07-17 11:40:00,144.0000,309851
2020-07-17 11:35:00,142.2810,223453
